stopName,lat,lon
Masjid Al Karomah Cipete,-6.273435,106.80064
Masjid Nurul Iman Joglo,-6.21731,106.76208
Sbr. Gelanggang Remaja Tj. Priok,-6.138765,106.87197
Telkomsel Jln. Nangka,-6.304254,106.84593
Waduk Setiabudi Jln. Gembira,-6.205469,106.82993
DPR MPR 1,-6.208517,106.80379
Terminal Bekasi,-6.249502,107.01339
Kel. Kalisari,-6.33716,106.85613
Sbr. Ruko Taman Cemara,-6.180871,106.97758
SMPN 214,-6.25378,106.89073
SMPN 245,-6.225869,106.73983
Ps. Enjo Pisangan Lama,-6.211289,106.8756
Mesjid Nurul Huda Kebagusan,-6.314214,106.82536
Kartika Candra,-6.228333,106.81878
St. Duren Kalibata 1,-6.255579,106.85422
Tanah Koja,-6.209364,106.90161
Pulo Mas Ruko,-6.178306,106.89677
Kec. Tanah Abang,-6.200098,106.815
H. Nawi Jln. Madrasah,-6.268026,106.79712
Sbr. Swadaya Raya,-6.228578,106.91633
Jagal 1,-6.190849,106.93465
Mandiri Griya Mampang,-6.240269,106.82884
Jamsostek Gatot Subroto,-6.232925,106.82187
MTsN 5,-6.103478,106.93916
Masjid Baitul Mukhlish Serdang,-6.155614,106.85854
Jln. Summagung II Barat,-6.172386,106.90189
Jln. Pasopati Dewa Kembar,-6.108065,106.92548
St. Tj. Barat 2,-6.307681,106.8386
Sbr. Gg. Kancil Marunda,-6.106605,106.964807
Gg. H. Yahya Balekambang,-6.287078,106.85064
Sbr. Cilandak KKO,-6.294056,106.81604
Sbr. Jakarta Taipei School,-6.145918,106.90603
EKS Komplek Gaya Motor,-6.105771,106.93063
Pintu Air Kalimati,-6.138809,106.8329
Sbr. Masjid Assaadah Malaka Jaya,-6.225898,106.93885
Jln. Cek Do Abdul Rahman,-6.29084,106.86563
Perum Rorotan Mas,-6.157328,106.95909
SDN Pademangan Barat 07,-6.13396,106.83798
Simpang Arteri Kebayoran Lama,-6.219148,106.77902
Perdatam,-6.249502,106.84284
Gg. Kumis,-6.201403,106.95585
RS Mitra Kemayoran,-6.151321,106.857094
Gg. Borobudur Ragunan,-6.306803,106.81679
SPBU Pinang Ranti 2,-6.291064,106.88845
Gg. Bhakti Lingkar Timur,-6.197075,106.94408
Sherwood,-6.153084,106.90713
SDN Rawa Terate,-6.188059,106.923138
Griya Kukila Halim Perdanakusuma,-6.28456,106.90678
South City Cinere,-6.34504,106.767638
Sbr. SDN Cipedak 03,-6.349013,106.80931
Kuningan Media,-6.208989,106.83039
Jln. Barkah III Manggarai Selatan,-6.220809,106.85067
Simpang Jln. Tarian Raya Barat,-6.170599,106.9099
Sbr. Ps. Hipli Semanan,-6.156922,106.70563
Pusat Pelayanan Warga Summarecon,-6.14844,106.91495
Gg. Randu,-6.221883,106.89946
Sbr. Ps. Rawa Bening,-6.216795,106.87037
Benhil 2,-6.216775,106.8154
Minimarket Benda Raya 1,-6.104146,106.70914
Gg. Kelor,-6.211791,106.86043
SDN Kelapa Dua 01,-6.207288,106.76927
Mushola As Salam Batu Ampar,-6.271313,106.86033
Jln. Janur Indah XI,-6.155924,106.90801
Pengadegan Barat VI,-6.250117,106.85397
Simpang Rukun 1,-6.308156,106.91758
Sbr. Gg. Borobudur Ragunan,-6.3068,106.81684
TPU Koba,-6.260605,106.808031
Jln. Karet Pasar Baru Timur II,-6.203949,106.81636
Malaka Jaya RW11 Rorotan,-6.144631,106.9562
MTsN 37,-6.09791,106.70237
Manggarai 1,-6.208717,106.84808
Moch Yusuf Raya 1,-6.379631,106.84094
Simpang Meruya Ilir Srengseng,-6.196942,106.75667
Sekolah Purba Adhika 1,-6.311037,106.78555
Perum Tpi 2,-6.19745,106.93516
Term. Senen,-6.17356,106.84213
Simpang Deplu Veteran Raya,-6.271822,106.76451
Gg. Mawar Kb. Jeruk,-6.197361,106.7672
Jln. B,-6.13446,106.83491
Kedoya Assiddiqiyah,-6.174495,106.76585
Kampus Frans Seda,-6.204283,106.87857
Sbr. Hotel Mulia,-6.214132,106.79537
Gg. Kelor 2,-6.211486,106.86066
Taman Simpang Jatinegara,-6.217541,106.87352
Jln. Lagoa Kanal,-6.111979,106.88416
Taman PIK Penggilingan,-6.2042,106.93176
Sbr. SMPN 209,-6.288607,106.86376
Pengayoman,-6.175358,106.64801
Sbr. Masjid Jami Darussalam Pinang,-6.307844,106.79875
Essence Dharmawangsa,-6.257365,106.80495
One Belpark 1,-6.304695,106.79445
PGC 2,-6.2619,106.8657
Sbr. Baywalk 2,-6.110582,106.77963
Jln. H. Nasir Srengseng,-6.205389,106.75825
Sbr. Masjid Nurul Jannah Marunda,-6.119226,106.95707
Dukuh Atas 4,-6.204819,106.8221
Kanisius,-6.185327,106.83551
RS Grand Family,-6.123468,106.73897
Sbr. Kel. Tambora,-6.146476,106.80706
Taman Jln. Bhakti 1,-6.105653,106.94035
Bangau VI,-6.169278,106.84271
Aneka Apotek,-6.151647,106.87959
Sbr. Ponpes Alhikmah Rorotan,-6.131475,106.95542
Simpang Kota Bambu Utara I,-6.186126,106.80866
SMAN 85,-6.215171,106.75989
Gg. Tamansari Ragunan,-6.305488,106.81614
Sbr. Kel. Kayu Putih,-6.185784,106.88856
SDN Pademangan Timur 05 07,-6.133036,106.84412
Sbr. Ps. Cibubur,-6.345726,106.87231
Pertani,-6.256308,106.84325
Gg. Balai Rakyat Balekambang,-6.293289,106.85517
Masjid Jami Ar Roghibin,-6.156361,106.9597
Jln. Bandengan Utara 1,-6.13609,106.80391
Kel. Pademangan,-6.13253,106.84023
TK Dinamika,-6.295133,106.90388
Permata Eksekutif 1,-6.216906,106.76541
Sbr. Sentral Bisnis Harapan Indah,-6.191491,106.97667
Jln. Danau Sunter Barat 2,-6.139546,106.856814
Simpang Manunggal Pintu 2,-6.297193,106.89291
Seskoal 2,-6.238015,106.77247
Simpang Bren Howitzer Raya,-6.163713,106.87047
Gg. Cengkeh Lubang Buaya,-6.292786,106.90519
Sbr. Jln. SMP 175,-6.319433,106.82518
Jln. Menteng Atas Raya,-6.214616,106.83799
Sbr. Jln. Tari Klasik,-6.169296,106.91083
SMPN 127,-6.198939,106.7783
Perpustakaan Riset BPK,-6.206333,106.8027
Sbr. Jln. Sunter Jaya V,-6.159028,106.86971
Simpang Gandaria Kyai Maja,-6.24186,106.79
Komplek Polri Duren Tiga,-6.254242,106.83148
Sbr. Jln. H. Minan Kamal,-6.103727,106.7106
Sbr. SDN Palmerah 09,-6.207764,106.78798
Mushola Al Hidayah Batu Ampar,-6.274675,106.86059
Sunter Kelapa Gading 1,-6.142707,106.89049
Sbr. Malaka 1 Gg. 2 Rorotan,-6.138348,106.95458
Sbr. Puri Margasatwa,-6.311422,106.80873
Karet Pedurenan 1,-6.221933,106.82093
Sbr. Jln. Kemang Selatan VIII,-6.268532,106.8157
MTsN 38,-6.158498,106.95721
SMA Cengkareng 1,-6.14307,106.71742
Kav Agraria Duren Sawit,-6.247691,106.91204
Sbr. TPU Grogol Selatan,-6.231588,106.78016
Jln. Pertanian II,-6.302022,106.77751
Tebet Barat Dalam,-6.239317,106.84535
Sbr. Puskesmas Setiabudi,-6.206882,106.83363
Jln. Salam IV,-6.20349,106.77897
Sbr. Jln. Ancol III,-6.12658,106.81616
Masjid Al Barkah 1,-6.184871,106.9456
Museum Proklamasi,-6.200007,106.83113
Perum Mutiara Indah Rorotan,-6.156135,106.96231
LP Cipinang,-6.214568,106.88574
Sbr. SMKN 12,-6.115799,106.88564
Ps. Timbul,-6.17289,106.79538
SDN Sukabumi Utara 04,-6.206569,106.77233
SMPN 199,-6.230971,106.94309
Simpang Cilandak Tengah Raya 1,-6.291253,106.80188
Gg. Ahmad Squadron,-6.268976,106.87751
Gracious,-6.153865,106.80789
Waduk Rawabadak,-6.127037,106.89523
Jln. Pisangan Lama I,-6.214711,106.875
Sbr. Jln. H. Ung,-6.165145,106.85231
RS Fatmawati,-6.29354,106.79522
Puskesmas Kelapa Gading,-6.157489,106.90703
Sbr. Komplek Lapan Pekayon,-6.341359,106.85977
Ps. Pulo Gadung 2,-6.18751,106.90589
Pluit Sakti,-6.122386,106.79432
Bumi Malaka 2,-6.220415,106.924934
Komplek Angkasa Halim PK,-6.261737,106.88599
Jln. Seroja Cengkareng Barat,-6.147868,106.71954
Jln. Baru Tanah Merdeka,-6.307818,106.87362
Jln. Tiong,-6.219243,106.81991
Pusat Promosi Ikan Hias,-6.183173,106.85602
Sbr. Sunter Agung,-6.132599,106.85538
Masjid Baiturrahman 1,-6.210375,106.61931
SMAN 10,-6.146713,106.82652
RSUD Tj. Priok 2,-6.115831,106.88872
Apotik Emilia Rawamangun,-6.202019,106.88477
Sbr. Jln. Gorda,-6.289592,106.89572
Bulak Rantai,-6.284664,106.87123
Galur 2,-6.174192,106.855
RSIA Duren Tiga 1,-6.253592,106.8413
Pintu 2 Jembatan Semanan Raya,-6.155916,106.70954
Sbr. SDN Jagakarsa 01,-6.328227,106.82021
Sakura Garden City,-6.322444,106.88866
Sbr. Jln. Mangga Dua Dalam,-6.140896,106.82525
Antena III,-6.250453,106.79171
Simpang Tanah Tinggi Timur,-6.174437,106.85231
Ps. Cempaka Putih 1,-6.172533,106.86244
PMI DKI Jakarta,-6.181486,106.838009
St. MRT Blok M 1,-6.244367,106.79823
Masjid Jami Nurul Ain 1,-6.227717,106.91976
CSW 2,-6.239861,106.79783
Blok A,-6.188462,106.81558
Sampoerna Strategic,-6.217152,106.81892
SPBU Industri Kemayoran,-6.14864,106.83832
Sbr. Yayasan Al Azhar Syuhada,-6.326612,106.8207
Gedung Pertamina,-6.230483,106.78971
Simpang Cipinang Indah I,-6.232488,106.89124
Sbr. Airy Eco Binus,-6.195238,106.78878
Sbr. Jln. Kelinci,-6.340334,106.804694
Masjid Al Huda Balai Rakyat,-6.224484,106.90008
Jln. Mengkudu Dalam,-6.11807,106.90654
Sbr. RS Aulia,-6.334599,106.82757
Sbr. Barito Park,-6.245185,106.793862
Walikota Jakarta Utara Arah Utara,-6.118842,106.89314
Sbr. BPJS Jaksel,-6.249724,106.84327
Ps. Bambu Kuning,-6.131875,106.85546
Jln. Swadaya Raya Jelambar,-6.159064,106.7781
Jembatan Sungai Landak 1,-6.104743,106.93983
Gg. Trijaya IV Tebet Timur,-6.232163,106.8528
Sbr. Taman Buni,-6.331421,106.80803
Simpang Bunga Melati Flamboyan,-6.269955,106.80329
Sbr. Gg. Langgar Kelapa Dua,-6.213145,106.76935
Simpang Pori Pisangan Lama III,-6.209374,106.87884
SD Kartika X-4,-6.259431,106.75611
Warung Mangga 1,-6.225899,106.63778
Sbr. Masjid Jami Al Badariah Kemayoran,-6.1533,106.85895
Komplek Hankam Cidodol,-6.227802,106.77836
Simpang Jln. 26 Utara,-6.238115,106.92227
Puskesmas Petojo Utara,-6.168238,106.81088
RS Islam Pondok Kopi,-6.220062,106.93908
Sbr. Gg. I Jln. Cipeucang V,-6.11437,106.90139
Green Terrace 2,-6.30478,106.88724
Ruko Gading Kirana 3,-6.147948,106.89971
Masjid Jami Hasbi,-6.273154,106.88027
Sbr. Sekolah Pelita II Kb. Jeruk,-6.16481,106.77141
Cipinang Lontar Rusun Polri,-6.206815,106.88785
Jln. Pucung 2 Munggang,-6.278959,106.85078
Menara Cardig,-6.251608,106.8804
Jln. H. Ahmad,-6.262573,106.78857
Perempatan Jln. Cempaka Putih Tengah XIII,-6.176256,106.87065
Gg. Harapan I Jagakarsa,-6.313476,106.81269
Jln. Madrasah Al Husna,-6.299956,106.77531
Ps. Bintang Mas 1,-6.206829,106.79052
Flyover Raya Bogor 1,-6.30669,106.8655
Man 2 Jakarta,-6.321342,106.88332
Simpang Pisangan Lama Selatan III,-6.21387,106.87884
Sbr. Gg. Damai Lingkar Timur 2,-6.195348,106.94385
Icon Residence,-6.201827,106.78268
Jln. Marunda Baru,-6.125303,106.95692
Jln. Swasembada Barat III,-6.125647,106.8849
Masjid Jami At Taqwa 3,-6.229352,106.89527
Kel. Balekambang,-6.28163,106.84996
Masjid Jami Al Muhsinin,-6.182612,106.99023
Sbr. H. Samali,-6.265816,106.8442
Jln. Kb. Kacang VIII,-6.187181,106.81827
Total Buah Rawamangun,-6.196598,106.88975
Sbr. SD Kartika X-4,-6.259265,106.75617
Term. Muara Angke 1,-6.109045,106.77353
Jatinegara Timur,-6.220486,106.86825
Jln. Pancoran Timur III,-6.249482,106.84661
AKR Tower,-6.190732,106.76743
Jln. Kartika Meruya Selatan,-6.203099,106.73673
Jln. Gunung Galunggung 1,-6.142286,106.73712
Simpang Kunir Kemukus,-6.133731,106.81475
Jln. Ancol Barat 6,-6.12481,106.81983
Term. Poris Plawad,-6.172859,106.66501
Jln. Mesjid Al Mabruk,-6.28435,106.85293
SMAN 100,-6.228401,106.88494
RS Duren Sawit 2,-6.232262,106.91019
St. Duren Kalibata 4,-6.255071,106.85506
Sbr. Klinik Win Medika,-6.22016,106.89843
Jln. Swakarsa III Pondok Kelapa,-6.244759,106.94249
Jln. Olahraga 1 Raya Bogor,-6.267006,106.86595
Jln. Bungur,-6.247708,106.7814
Jln. Jeruk Manis,-6.197439,106.76534
Puskesmas Sunter Agung I,-6.132513,106.85557
Bank Indonesia Arah Selatan,-6.184784,106.82326
Gg. H. Ali,-6.327369,106.833219
Sbr. Jln. Angsana Kemanggisan,-6.194813,106.78213
Jln. Kramat I Rawabinong,-6.298205,106.9054
Cawang Blue Bird,-6.248836,106.87801
Simpang Batu Ampar IV Inerbang,-6.28148,106.86361
Rusun Harum Tebet,-6.235196,106.85195
Simpang Jln. Kramat Jaya 1,-6.108656,106.91734
St. MRT Lebak Bulus,-6.289421,106.77436
PLN Pusat,-6.240011,106.80376
TK Angkasa 8,-6.285191,106.90125
Gg. Umbang Lingkar Timur,-6.189303,106.94454
Sbr. Multivision Tower,-6.212375,106.83303
Ps. Tomas,-6.179192,106.81306
Univ. Borobudur 1,-6.24157,106.89641
Rusun Jati Rawasari,-6.183517,106.86389
Kel. Kb. Kacang,-6.190837,106.81501
Palem Semi 2,-6.220361,106.61649
SMKN 63,-6.351697,106.79855
Tanah Baru Cipedak,-6.363462,106.80684
Kel. Penjaringan,-6.125396,106.80071
Jln. Swasembada Barat V,-6.124938,106.88497
AURI Jatibaru,-6.182985,106.81407
Jln. Sitrun,-6.197192,106.76696
SMA Angkasa 2,-6.276218,106.88766
Pulo Gadung 1,-6.183239,106.90907
Puskesmas Rawamangun,-6.197034,106.88839
Plaza Blok M,-6.244978,106.79752
Dammara,-6.25419,106.83146
Kel. Jati Pulo,-6.175757,106.80318
Simpang Tiga 1,-6.210708,106.93903
Sbr. Jln. Kemang Timur XVII,-6.268951,106.82394
Jln. Lebak Bulus Raya,-6.289748,106.770854
Simpang Cipinang Kebembem 1,-6.207671,106.88522
Jln. Dahlia KDW,-6.348905,106.88437
Simpang Sabar Raya Petukangan 2,-6.236966,106.7526
Pool Blue Bird Puri 2,-6.160742,106.72685
Taman Barito Sembar,-6.132105,106.92023
Masjid Jami Al Mamur Bukit Duri,-6.225059,106.85606
Sbr. Jln. Mini II,-6.308966,106.90774
Sbr. SMAN 66,-6.306177,106.80368
Simpang Kemanggisan Ilir Raya,-6.193066,106.784647
Jln. Melati Bhakti,-6.229557,106.9015
Antena II,-6.25033,106.79163
Simpang Kembangan Raya 2,-6.176148,106.74794
Jati Padang 2,-6.285637,106.82632
Perum Taman Kota 2,-6.160549,106.75615
STIE IBEK,-6.173256,106.7977
Gg. Barokah Lingkar Timur,-6.19658,106.94405
SMPN 85,-6.31244,106.79533
RS Dr Suyoto,-6.267779,106.76599
Puri Kembangan,-6.188874,106.73514
STPDN,-6.28439,106.81899
Andara Margasatwa 1,-6.313471,106.80369
Gg. Bidan Baru,-6.327013,106.85027
Jln. Aselih,-6.347277,106.79695
Simpang Meruya Ilir 1,-6.196682,106.75517
Jln. R. E. Martadinata,-6.130036,106.83429
Munggang 1,-6.276272,106.85299
Gg. Kancil I Lenteng Agung,-6.316507,106.83774
Pos Jaga Utama 2,-6.261242,106.88827
Roxy Square 2,-6.167221,106.79975
Sbr. SMAN 95,-6.126402,106.70406
Jln. Kemandoran VII Grogol Utara,-6.209631,106.78344
Jiep 2,-6.192554,106.90569
Sbr. Jln. Ruby Kembangan Utara,-6.179903,106.73422
Taman Patimura,-6.232872,106.80081
Grii Kelapa Gading,-6.145063,106.90953
Simpang Mandara Permai 2,-6.116512,106.75622
Pajak Dan Retribusi Cakung,-6.205256,106.9312
Sbr. Gg. H. Yusuf Jati Padang,-6.29314,106.82863
Senayan City,-6.227767,106.798089
Hero Basuki Rahmat,-6.22764,106.88296
Term. Kampung Melayu,-6.224804,106.86697
Kolong Tol Guru Saleh,-6.257605,106.76529
St. Gambir 2,-6.17568,106.8307
Aston Pluit 1,-6.124693,106.79511
Arsip Nasional RI 2,-6.279481,106.81995
Tongtek,-6.21662,106.8628
Masjid Al Akhbar PWI 2,-6.233343,106.88858
Jln. Giri Kencana Raya Cilangkap,-6.340412,106.90292
Museum Nasional VIsible Storage,-6.307188,106.89653
Ruko Taman Kb. Jeruk,-6.197388,106.74818
Perumahan Buddha Tzu Chi 2,-6.107634,106.77184
Jln. Kenanga,-6.287468,106.81848
RPTRA Dukuh,-6.301412,106.87583
Asshomadiyah Medicare Centre 2,-6.29557,106.89825
Sbr. Gg. Mundu II Tengah,-6.292947,106.86324
Sbr. SMPN 128,-6.279045,106.88927
SPBU Meruya Ilir,-6.19749,106.75352
Sbr. PLN Kramat Jati,-6.283302,106.8716
Sbr. Pam Jaya DKI,-6.203461,106.80803
SDN Utan Kayu Selatan 23 Pagi,-6.203858,106.87078
Sbr. Masjid Jami Baiturrahman Tomang,-6.172505,106.80357
Cawang Soetoyo 1,-6.24544,106.87548
Simpang Jln. Pegangsaan Dua,-6.18223,106.9185
Masjid Darul Huda 1,-6.249332,106.89109
HKBP Rawamangun,-6.196463,106.88597
Sbr. Gg. Cermai,-6.324671,106.811372
CPI Belakang 2,-6.237257,106.89416
Sbr. Jln. Cipinang Jaya,-6.214238,106.88701
Jln. Batu Tumbuh,-6.272596,106.86722
Sbr. Masjid Jami Al Hidayah Tomang,-6.171452,106.79612
PLN Duren Tiga 2,-6.254234,106.83445
St. Manggarai,-6.210961,106.85129
Rusun Tambora,-6.147327,106.798676
Sbr. Jln. Pangeran Antasari,-6.275209,106.808665
Jln. Manunggal II Petukangan,-6.245931,106.7519
Jln. H. Hamid Semanan,-6.162457,106.70515
Simpang Labu Cemara,-6.116082,106.91503
Jln. Pam Baru,-6.204796,106.80946
Pondok Molek,-6.284344,106.90862
Simpang Tj. Duren Raya,-6.173776,106.78377
Pospol Pondok Kelapa,-6.238776,106.93434
Jln. Cinere Raya 2,-6.33358,106.78281
Jln. Komarudin Timur Lingkar Timur,-6.196226,106.94401
Sbr. Gg. Trijaya IV Timur,-6.232282,106.85287
Sulaiman,-6.236379,106.74545
Sbr. SMK Nurul Huda,-6.176843,106.93604
Kel. Benhil,-6.201552,106.80809
WTC Matahari 1,-6.266812,106.65449
Tirtayasa 1,-6.239279,106.80756
Perum Kedoya Garden,-6.1806,106.75004
Dapsus 1,-6.301135,106.79484
Pospol Bendungan Hilir,-6.213858,106.8131
Markas Intai Amfibi Marunda,-6.114361,106.94998
Wijaya Kusuma,-6.333008,106.83567
Jln. Masjid Al Wustho,-6.245281,106.90494
Simpang Pertengahan Cijantung,-6.326543,106.85613
Groserindo,-6.249011,107.01686
Masjid Al Birru Warrohmah,-6.336957,106.83006
Perumahan Walikota Jakbar 2,-6.213297,106.72492
St. Tebet 1,-6.225576,106.85862
Mall Cipinang Indah 2,-6.240012,106.89432
Simpang Serdang Swadaya Raya 1,-6.227331,106.9148
PGC Dalam,-6.261841,106.8657
Jln. I Gusti Ngurah Rai 1,-6.216178,106.92742
Dipo Tower,-6.203007,106.80074
Sbr. SMPN 205,-6.170212,106.70691
Simpang Rawasari Ahmad Yani,-6.187726,106.87473
Rusun Tanah Abang 2,-6.192171,106.81474
Sbr. SDN Pegangsaan Dua 07,-6.175269,106.91112
Jln. Nangka,-6.306392,106.89015
Simpang Seruling Musik Raya,-6.17436,106.9095
Simpang Al Barkah Dr Saharjo,-6.220395,106.84653
Gg. Puskesmas Kebagusan Raya,-6.296645,106.8273
Menara Thamrin,-6.185275,106.82291
Sbr. MIN 20 Jakarta,-6.122856,106.95719
Lapangan Hankam,-6.258139,106.76796
YBK,-6.270872,106.8466
ITC Cipulir,-6.237701,106.76515
SMKN 12,-6.115571,106.88546
Masjid Guru Amin,-6.258186,106.8434
Sbr. Jln. Semanan II,-6.163658,106.70524
Jln. Rasamala,-6.206328,106.871422
Gg. Damai I Rorotan,-6.150802,106.95604
Mall Bale Kota,-6.181306,106.64346
Jln. Sukabumi Selatan,-6.216704,106.76921
Gedung Pompa Cideng Siantar,-6.173284,106.80669
Yayasan Asih Budi,-6.229867,106.92007
Term. Tj. Priok 2,-6.109718,106.8834
Flyover Jatinegara Atas,-6.214553,106.87388
Sbr. SDN Palmerah 07,-6.205628,106.79661
Pemadam Jagakarsa,-6.315585,106.81166
JGC Indonesia,-6.292627,106.80196
Kec. Sawah Besar,-6.151629,106.8274
Gereja Santa Anna 2,-6.234003,106.91014
Midi Utama Danau Indah,-6.150877,106.87961
SPBU Tugu Selatan,-6.13437,106.91585
Jln. Industri Tj. Priok,-6.118624,106.86783
Tegal Parang Arah Barat,-6.238863,106.83022
Gg. Sabar 2 Lingkar Timur,-6.199915,106.94488
Cipinang Indah,-6.22943,106.89116
Cirendeu Permai,-6.289561,106.76894
Simpang Manggarai Utara,-6.212697,106.85724
Taman Menteng 1,-6.19559,106.82999
Theresia,-6.191324,106.82931
SMKN 22,-6.294243,106.85554
Kel. Ancol,-6.12447,106.81738
SDN Tanah Tinggi,-6.176001,106.84694
Jembatan Taman Kota,-6.157634,106.75751
Gg. Rukun Lubang Buaya,-6.290369,106.906529
Food Street,-6.092201,106.74388
Jln. Berlian II Pondok Labu,-6.298412,106.79927
Sudin Pencatatan Sipil 1,-6.203668,106.89009
Kedubes Malaysia,-6.22384,106.83259
Simpang Rawa Belong Sulaiman,-6.20612,106.78276
Masjid Baiturrahman Duren Sawit,-6.22628,106.91579
Pesona Kalisari,-6.337634,106.85748
Sbr. Akademi Farmasi Mahadhika,-6.312606,106.86941
Simpang Jln. Agung Permai 1,-6.144773,106.863349
Simpang Kaliabang Rorotan 1,-6.154064,106.97107
SDN Lebak Bulus 01,-6.303559,106.78362
Tanah Merdeka 2,-6.108023,106.92116
Simpang Tj. Duren Barat 2,-6.170356,106.77528
Sbr. Ps. Kb. Pisang,-6.152426,106.7807
Pospol Tomang 2,-6.174341,106.80489
Fatmawati 2,-6.291994,106.79606
Carrefour Pejaten Barat,-6.267834,106.84529
Simpang Roa Malaka Selatan,-6.134704,106.80998
SDN Dukuh 05,-6.298845,106.87932
Cawang Soetoyo 2,-6.245259,106.876
Sbr. SMAN 38,-6.335833,106.83481
Sbr. MTsN 20 Jakarta,-6.2052,106.95985
Jln. EE Sukabumi Selatan,-6.213416,106.77895
Tendean 1,-6.240326,106.8304
RSIA Bunda 2,-6.196015,106.83672
Kolong Tol Jakarta Serpong 1,-6.256082,106.76049
Ruko Cordoba 3,-6.110884,106.741082
Polsek Cengkareng 1,-6.146466,106.72881
Jln. Pemadam Kebakaran Cacing,-6.128677,106.93011
Bumiputera,-6.206839,106.82234
Port Medical Center,-6.110114,106.88939
Jln. Ultra Violet,-6.166096,106.90568
RSUD Koja 2,-6.108796,106.89934
Lebak Bulus Jak Lingko,-6.289301,106.77299
Pool PPD Kec. Pulo Gadung,-6.199649,106.90477
Sbr. SMK Al Hidayah 1,-6.308208,106.81387
Sbr. Jln. H. Kasam,-6.208234,106.73783
Gatot Subroto LIPI Arah Barat,-6.227392,106.81763
Auto 2000,-6.25922,106.78922
Jln. Bumi Pratama III,-6.296434,106.87835
PU Irigasi,-6.201479,106.81079
Ps. Palad,-6.186802,106.90277
Jln. Masjid Al Ikhlas,-6.23727,106.93436
Sbr. Mutiara Taman Palem 1,-6.136725,106.73137
Jln. SPG 7,-6.286157,106.9049
Ps. Pejagalan,-6.137452,106.80728
Sbr. RS Zahirah,-6.335205,106.82312
Yayasan Alkahfi Jakbar,-6.198896,106.76889
Sbr. RS Dr Mintohardjo,-6.211163,106.81237
RPTRA Mutiara Rawabinong,-6.298029,106.90484
Simpang Kramat Jaya Baru 2,-6.18412,106.85258
Jln. H. Ali Solihin Cibubur,-6.359265,106.87595
PLN Pusat Raya Tugu,-6.128057,106.92596
Sbr. SMK 57,-6.291191,106.82342
Puskesmas Kebayoran Baru,-6.247225,106.80572
Griya Ardhya Garini 2,-6.259544,106.88942
Gerbang Tol Joglo 1,-6.218914,106.74426
Sbr. TPU Pondok Kelapa,-6.23711,106.94312
Ps. Mitra,-6.145437,106.80695
Term. Kota Intan,-6.132323,106.81115
Jln. Summagung II Timur,-6.17247,106.90203
Term. Depok Baru,-6.391068,106.82251
Masjid Nururrohman Pondok Kopi,-6.218564,106.94447
Istiqlal,-6.172252,106.83093
Jln. Duri Tol,-6.185319,106.77025
Sbr. Ps. Pagi Raya Cilincing,-6.102788,106.93599
Jln. Tj. Duren Utara V,-6.173301,106.78304
Transjakarta Pool Rawa Buaya,-6.159048,106.72692
Jln. Melati Tugu V,-6.121401,106.90793
Jln. Plk II Cililitan Besar,-6.265021,106.87468
Masjid Al Jihad Ulujami,-6.254771,106.76348
St. Tebet 2,-6.225525,106.85813
Jln. Angkasa 1,-6.1508,106.84111
Bulak Kapal 2,-6.251121,107.02366
Jln. Kel. Raya,-6.229105,106.91435
Hotel Mulia,-6.213782,106.79602
Sbr. Jln. Mesjid I Benhil,-6.205164,106.80649
KPP Pratama Jakarta Pluit,-6.132331,106.82082
Koja Trade Mall,-6.122508,106.91677
Pool Hiba Utama 2,-6.20608,106.90261
Cawang Soetoyo,-6.244771,106.87598
Keselamatan,-6.222946,106.84745
Sbr. SMP Nurul Falah,-6.110663,106.92596
Kartini Hospital 2,-6.237876,106.76942
Jln. Sandratex 2,-6.293633,106.76529
Jln. Rawa Segaran,-6.306765,106.8919
Jln. Cipinang Muara III,-6.220029,106.8995
Univ. Indonesia,-6.353357,106.83186
Condet Raya,-6.280969,106.85517
Sbr. Komplek Sltp 200,-6.15911,106.95813
Mitra Gading Villa,-6.144694,106.90375
Jln. Angsana Kemanggisan,-6.194934,106.78208
Sbr. SPBU Warung Jati,-6.286956,106.82555
Simpang Balai Pustaka Timur Waru,-6.196611,106.88629
Simpang Lingkar Duren Sawit,-6.220922,106.91561
Jln. Pinang Raya,-6.308942,106.79372
Jln. Manggis Pangeran Jayakarta,-6.139865,106.8203
Sbr. Masjid Jami Fathur Ghofur,-6.353998,106.87841
RSU Pekerja Sukapura,-6.145072,106.92271
RS Pusat Pertamina 3,-6.239806,106.79431
Kampung Jembatan Ngurah Rai,-6.216438,106.92909
Sbr. Jln. SMPN 160,-6.311787,106.88941
Sbr. Ps. Ujung Menteng,-6.189773,106.96653
Sbr. Kebantenan VIII,-6.109641,106.93032
Rest Area Km 13 Merak Jakarta,-6.214273,106.67784
Jln. Bendungan Jatiluhur IV,-6.215133,106.81377
Kantor Walikota Jakut 1,-6.11906,106.89304
Jln. Rawamangun Selatan 2,-6.201932,106.8799
SDN Palmerah 09,-6.207705,106.78805
Sbr. Jln. Bungur IV Rambutan,-6.314526,106.88457
Gg. Durian,-6.337381,106.834892
Ruko Taman Cemara,-6.181009,106.97795
Simpang Mangga Besar XI,-6.148616,106.82554
Simpang Gading Pori Raya,-6.209232,106.88153
Malaka 1 Gg. Veteran,-6.147191,106.95636
Polsek Koja,-6.119814,106.91686
Komplek Mandiri Giant Express 1,-6.297385,106.76499
